odm_agreement_schema,,,,,,,,,,
odm_agreement_job_creation_summary,label,Job creation summary,odm_agreement_job_creation_summary.label,บทสรุปการสร้างงาน,Job creation summary,Job creation summary,အလုပ်အကိုင်ဖန်တီးပေးနိုင်မှု အကျဉ်းချုပ်,ສະຫຼຸບການສ້າງວຽກເຮັດງານທຳ,,
odm_agreement_job_creation_summary,form_placeholder,"Obligations of the private company in recruiting local people for work, instead of foreigners.",odm_agreement_job_creation_summary.form_placeholder,ภาระผูกพันของบริษัทเอกชนในการสรรหาคนในท้องถิ่นมาทำงานแทนการจ้างชาวต่างชาติ,,"Nghĩa vụ của công ty tư nhân trong tuyển dụng người địa phương làm việc, thay vì người nước ngoài.",နိုင်ငံခြားသားများအစား ဒေသခံများကို အလုပ်ခန့်ရာတွင် ဆောင်ရွက်ရမည့် ပုဂ္ဂလိကကုမ္ပဏီ၏ ဝတ္တရားများ,"ພັນທະຂອງບໍລິສັດເອກະຊົນໃນການຈ້າງແຮງງານທ້ອງຖິ່ນ, ແທນແຮງງານຕ່າງດ້າວ.",,
odm_agreement_job_creation_number,label,Number of created jobs,odm_agreement_job_creation_number.label,จำนวนตำแหน่งงานสร้าง,,Số lượng công việc được tạo,ဖန်တီးပေးနိုင်သည့် အလုပ်အကိုင်အရေအတွက်,ຈຳນວນວຽກທີ່ສ້າງ,,
odm_agreement_job_creation_number,form_placeholder,Figures can be mentioned occasionally,odm_agreement_job_creation_number.form_placeholder,สามารถอ้างอิงตัวเลขเหล่านี้ได้เป็นครั้งคราว,,Các số liệu thỉnh thoảng có thể được đề cập đến,ကိန်းဂဏန်းများကို တခါတရံ ဖော်ပြနိုင်ပါသည်။,ຕົວເລກອາດເປັນຕາມແຕ່ລະໄລຍະ,,
odm_agreement_training_summary,label,Training summary,odm_agreement_training_summary.label,บทสรุปงานอบรม,Training summary,Training summary,သင်တန်းအကြောင်း အကျဉ်းချုပ်,ສະຫຼຸບການຝຶກອົບຮົມ,,
odm_agreement_training_summary,form_placeholder,"Obligations of the private company in recruting local people for work, instead of foreigners. If there is no technical staff from the local people, they shall be guided by foreigner technical staff; or financial resource allocation shall be planed and implemented.",odm_agreement_training_summary.form_placeholder,ภาระผูกพันของบริษัทเอกชนในการสรรหาคนในท้องถิ่นมาทำงานแทนการจ้างชาวต่างชาติ หากไม่มีเจ้าหน้าที่ท้องถิ่นปฏิบัติงานด้านเทคนิค,,"Nghĩa vụ của công ty tư nhân trong tuyển dụng người địa phương làm việc, thay vì người nước ngoài. Nếu không có nhân viên kỹ thuật từ người dân địa phương, họ sẽ được nhân viên kỹ thuật nước ngoài hướng dẫn ; hoặc sẽ lập kế hoạch và thực hiện phân bổ nguồn lực tài chính .",နိုင်ငံခြားသားများအစား ဒေသခံများကို အလုပ်ခန့်ရာတွင် ဆောင်ရွက်ရမည့် ပုဂ္ဂလိကကုမ္ပဏီ၏ ဝတ္တရားများ။ ဒေသခံများတွင် နည်းပညာဝန်ထမ်းမရှိလျှင် နိုင်ငံခြားသားနည်းပညာဝန်ထမ်းက လမ်းညွှန်ပြသပေးနိုင်ပါသည် သို့မဟုတ် ဘဏ္ဍာရေးရင်းမြစ်ခွဲဝေခြင်းကို စီမံဆောင်ရွက်သင့်ပါသည်။,"ພັນທະຂອງບໍລິສັດເອກະຊົນໃນການຈ້າງແຮງງານທ້ອງຖິ່ນ, ແທນແຮງງານຕ່າງດ້າວ. ຖ້າບໍ່ມີພະນັກງານວິຊາການຈາກທ້ອງຖິ່ນ, ສາມາດຈ້າງວິຊາການຕ່າງດ້າວ; ຫຼື ຄວນມີການວາງແຜນ ແລະ ຈັດຕັ້ງປະຕິບັດການຈັດສັນແຫຼ່ງທຶນ.",,
odm_agreement_training_number,label,Fund allocation for training,odm_agreement_training_number.label,การจัดสรรกองทุนเพื่อการอบรม,,Phân bổ quỹ đào tạo,သင်တန်းအတွက် ရန်ပုံငွေ ခွဲဝေခြင်း,ການຈັດສັນທຶນສຳລັບການຝຶກອົບຮົມ,,
odm_agreement_training_number,form_placeholder,in USD/year,odm_agreement_training_number.form_placeholder,เหรียญดอลลาร์สหรัฐต่อปี,,bằng đô la Mỹ/năm,အမေရိကန်ဒေါ်လာဖြင့်/ ၁နှစ်လျှင်,ເປັນໂດລາສະຫະລັດ/ປີ,,
odm_agreement_environmental_protection,label,Environmental protection obligation,odm_agreement_environmental_protection.label,Environmental protection obligation,Environmental protection obligation,Environmental protection obligation,ပတ်ဝန်းကျင်ကာကွယ်ရေးဆိုင်ရာ ဝတ္တရား,ພັນທະໃນການປົກປັກຮັກສາສິ່ງແວດລ້ອມ,,
odm_agreement_environmental_protection,form_placeholder,The private company has obligations to mitigate the environmental impact of its project implementation to the maximum. Any logging activities are banned. Recommendations from the relevant authorities shall be condisered thoughtly.,odm_agreement_environmental_protection.form_placeholder,บริษัทเอกชนมีภาระผูกพันที่จะต้องลดผลกระทบต่อสิ่งแวดล้อมให้มากที่สุดจากการดำเนินโครงการ,,Công ty tư nhân có nghĩa vụ giảm thiểu tối da tác động môi trường trong việc thực hiện dự án. Bất kỳ hoạt động đốn gỗ nào đều bị cấm. Khuyến nghị từ các cơ quan có liên quan cần được cân nhắc một cách chu đáo.,စီမံကိန်းဆောင်ရွက်ခြင်းကြောင့် ဖြစ်ပေါ်လာသည့် ပတ်ဝန်းကျင်သက်ရောက်မှုများကို  အတတ်နိုင်ဆုံးလျှော့ချရန် ပုဂ္ဂလိကကုမ္ပဏီတွင် တာဝန်ရှိပါသည်။ သစ်ထုတ်လုပ်ခြင်းများကို တားမြစ်ထားပါသည်။ သက်ဆိုင်ရာအာဏာပိုင်များ၏ ထောက်ခံချက်များကို ထည့်သွင်းစဉ်းစားသင့်ပါသည်။,ບໍລິສັດເອກະຊົນ ມີພັນທະໃນການຫຼຸດຜ່ອນຜົນກະທົບຕໍ່ສິ່ງແວດລ້ອມ ຈາກການຈັດຕັ້ງປະຕິບັດໂຄງການໃຫ້ຫຼາຍທີ່ສຸດ. ຫ້າມບໍ່ໃຫ້ມີການຕັດໄມ້ທຸກປະເພດ. ຄວນພິຈາລະນາຄໍາແນະນໍາຈາກອໍານາດການປົກຄອງທີ່ກ່ຽວຂ້ອງຢ່າງຖີ່ຖ້ວນ.,,
odm_agreement_sociocultural_protection,label,Socio-cultural protection,odm_agreement_sociocultural_protection.label,การคุ้มครองทางสังคมและวัฒนธรรม,Socio-cultural protection,Socio-cultural protection,လူမှု-ယဉ်ကျေးမှုဆိုင်ရာ ကာကွယ်မှု,ການປົກປັກຮັກສາວັດທະນະທຳສັງຄົມ,,
odm_agreement_sociocultural_protection,form_placeholder,"Obligations of the private companies in the relocation and restoration of the people livelihood, and no harmful activities to the people's livelihood and culture. Eg, the company is taking care on the livehood of the workers and their familities: residence, hopital, schools (ELCs). The compay shall not make any harms to the heritage sites, and spiritual areas (mining).",odm_agreement_sociocultural_protection.form_placeholder,ภาระผูกพันของบริษัทเอกชนในการย้ายถิ่นฐานและฟื้นฟูสภาพความเป็นอยู่ของผู้คน และไม่กระทำกิจกรรมใด ๆ ที่เป็นอันตรายต่อการดำรงชีวิตและวัฒนธรรมของผู้คน เช่น บริษัทต้องเอาใจใส่ในชีวิตความเป็นอยู่ของคนงานและสภาพแวดล้อมของครอบครัว ซึ่งรวมถึง ที่อยู่อาศัย  โรงพยาบาลพยาบาล,,"Các công ty tư nhân có nghĩa vụ trong việc tái định cư và phục hồi sinh kế của người dân và không có hoạt động gây hại cho sinh kế và văn hóa của người dân. Ví dụ, công ty đang chăm sóc sinh kế của người lao động và gia đình của họ: nơi cư trú, bệnh viện, trường học (ELCs). Công ty sẽ không gây hại cho các khu di sản và khu vực tâm linh (khai thác mỏ).",လူထု၏အသက်မွေးမှုကို ပြန်လည်နေရာချထားခြင်းနှင့် လူထု၏အသက်မွေးမှုနှင့် ယဉ်ကျေးမှုကို အန္တရာယ်ဖြစ်စေသော ဆောင်ရွက်မှုများကို မပြုလုပ်ရန် ပုဂ္ဂလိကကုမ္ပဏီတွင် တာဝန်ရှိပါသည်။ ဥပမာ နေအိမ်၊ ဆေးရုံ၊ ကျောင်းများ (အစောပိုင်းလေ့လာသင်ယူမှုဌာနများ) စသည်ဖြင့် အလုပ်သမားများနှင့် ၎င်းတို့၏မိသားစုများ အသက်မွေးမှုအပေါ် ကုမ္ပဏီက စောင့်ရှောက်ပေးခြင်းဖြစ်ပါသည်။ ကုမ္ပဏီသည် သမိုင်းဝင်နေရာများနှင့် ဘာသာရေးနယ်မြေများကို အန္တရာယ်မပြုသင့်ပါ (သတ္တုတူးဖော်ခြင်း)။ ,"ພັນທະຂອງບໍລິສັດເອກະຊົນໃນການຍົກຍ້າຍ ແລະ ຟື້ນຟູຊີວິດການເປັນຢູ່ຂອງປະຊາຊົນ ແລະ ກິດຈະກຳທີ່ບໍ່ເປັນການທຳລາຍຊີວິດການເປັນຢູ່ ແລະ ວັດທະນະທຳຂອງປະຊາຊົນ. ຕົວຢ່າງ ບໍລິສັດເບິ່ງແຍງຊີວິດການເປັນຢູ່ຂອງພະນັກງານ ແລະ ຄອບຄົວຂອງເຂົາເຈົ້າໃນດ້ານ: ທີ່ຢູ່ອາໄສ, ໂຮງໝໍ, ໂຮງຮຽນ (ELCs). ບໍລິສັດຈະບໍ່ທຳລາຍພື້ນທີ່ສຳຄັນທາງດ້ານມໍລະດົກ ແລະ ພື້ນທີ່ສັກສິດ (ການຂຸດຄົ້ນບໍ່ແຮ່).",,
odm_agreement_fiscal_duties_summary,label,Fiscal duties summary,odm_agreement_fiscal_duties_summary.label,สรุปภาษีด้านงบประมาณ,Fiscal duties summary,Fiscal duties summary,ဘဏ္ဍာရေးတာဝန်များ အကျဉ်းချုပ်,ສະຫຼຸບກ່ຽວກັບຄວາມຮັບຜິດຊອບດ້ານການເງິນ,,
odm_agreement_fiscal_duties_summary,form_placeholder,"The private company has obligations to pay tax to the state. In general, there is no figure.",odm_agreement_fiscal_duties_summary.form_placeholder,บริษัทเอกชนมีภาระผูกพันต้องชำระภาษีให้กับรัฐ โดยทั่วไปไม่มีจำนวนแน่นอน,,"Công ty tư nhân có nghĩa vụ nộp thuế cho nhà nước. Nhìn chung, không có số liệu.",ပုဂ္ဂလိကကုမ္ပဏီသည် နိုင်ငံတော်ကို အခွန်ပေးဆောင်ရန် တာဝန်ရှိပါသည်။ ယေဘုယျအားဖြင့် ကိန်းဂဏန်း မရှိပါ။ ,ບໍລິສັດເອກະຊົນມີພັນທະໃນການຈ່າຍອາກອນໃຫ້ລັດ. ໂດຍທົ່ວໄປ ແມ່ນບໍ່ມີຕົວເລກ.,,
odm_agreement_fiscal_duties_number,label,Total amount of fiscal duties,odm_agreement_fiscal_duties_number.label,จำนวนภาษีงบประมาณ,,Tổng số tiền thuế tài chính,ဘဏ္ဍာရေးတာဝန် စုစုပေါင်းပမာဏ,ຈຳນວນພາສີອາກອນລວມ,,
odm_agreement_fiscal_duties_number,form_placeholder,in USD x,odm_agreement_fiscal_duties_number.form_placeholder,เหรียญดอลลาร์สหรัฐ,,bằng đô la Mỹ x,အမေရိကန်ဒေါ်လာဖြင့် x,ເປັນໂດລາສະຫະລັດ x,,
odm_agreement_eia,label,Environmental impact assessment (EIA),odm_agreement_eia.label,การประเมินผลกระทบด้านสิ่งแวดล้อม (EIA),,Đánh giá tác động môi trường (EIA),ပတ်ဝန်းကျင်ဆိုင်ရာ သက်ရောက်မှု ဆန်းစစ်ခြင်း (EIA),ການປະເມີນຜົນກະທົບຕໍ່ສິ່ງແວດລ້ອມ (EIA),,
odm_agreement_eia,form_placeholder,"Company's obligations to comply with planning for mining feasibility and restoration planning (of the nature, especially land in the area). In some case, if it is mentioned, EIA with a particular date may be left here.",odm_agreement_eia.form_placeholder,ภาระผูกพันของบริษัทจะต้องปฏิบัติตามแผนงานการศึกษาความเป็นไปได้ในการทำเหมืองแร่และการวางแผนการฟื้นฟู (ธรรมชาติ โดยเฉพาะอย่างยิ่งที่ดินในพื้นที่) ในบางกรณี,,"Nghĩa vụ của công ty là tuân thủ quy hoạch khai thác mỏ khả thi và quy hoạch phục hồi (về bản chất, đặc biệt là đất đai trong khu vực). Trong một số trường hợp, nếu được đề cập, EIA với một ngày cụ thể có thể được để tại đây.",သတ္တုတူးဖော်ရေးဖြစ်မြောက်နိုင်မှုအစီအမံနှင့် ပြန်လည်နေရာချထားရေးအစီအမံ (သဘာဝအတွက်၊ အထူးသဖြင့် ဧရိယာအတွင်းရှိ မြေနေရာ)။ အချို့ကိစ္စများတွင် ၎င်းကို ဖော်ပြထားလျှင် EIA ကို ရက်စွဲနှင့်တကွ ဤနေရာတွင် ဖော်ပြပါ။,"ພັນທະຂອງບໍລິສັດແມ່ນຕ້ອງປະຕິບັດຕາມແຜນການການສຶກສາຄວາມເປັນໄປໄດ້ຂອງການຂຸດຄົ້ນບໍ່ແຮ່ ແລະ ແຜນການຟື້ນຟູ (ທຳມະຊາດ, ໂດຍສະເພາະທີ່ດິນຢູ່ພື້ນໂຄງການ). ໃນບາງກໍລະນີ, ຖ້າມີການກ່າວເຖິງ, ການປະເມີນຜົນກະທົບສິ່ງແວດລ້ອມ ພ້ອມດ້ວຍວັນທີທີ່ກຳນົດ ອາດຈະລະບຸໄວ້ຢູ່ທີ່ນີ້. ",,
odm_agreement_social_fund,label,Total amount of social fund,odm_agreement_social_fund.label,จำนวนเงินของกองทุนทางสังคม,,Tổng số tiền quỹ xã hội,လူမှုရေးရန်ပုံငွေ စုစုပေါင်းပမာဏ,ຈຳນວນກອງທຶນເພື່ອສັງຄົມລວມ,,
odm_agreement_social_fund,form_placeholder,in USD xx,odm_agreement_social_fund.form_placeholder,เหรียญดอลลาร์สหรัฐ,,bằng đô la Mỹ xx,အမေရိကန်ဒေါ်လာဖြင့် xx,ເປັນໂດລາສະຫະລັດ xx,,
odm_agreement_environmental_fund_summary,label,Environmental fund summary,odm_agreement_environmental_fund_summary.label,สรุปกองทุนสิ่งแวดล้อม,Environmental fund summary,Environmental fund summary,ပတ်ဝန်းကျင်ဆိုင်ရာရန်ပုံငွေ အကျဉ်းချုပ်,ສະຫຼຸບກ່ຽວກັບກອງທຶນສິ່ງແວດລ້ອມ,,
odm_agreement_environmental_fund_summary,form_placeholder,"Activities of the area and nature/environment preservation and restoration, and how funding is managed and spent.",odm_agreement_environmental_fund_summary.form_placeholder,กิจกรรมการอนุรักษ์และฟื้นฟูธรรมชาติสิ่งแวดล้อมและพื้นที่ และแนวทางการบริหารและใช้เงินกองทุน,,"Các hoạt động của khu vực và sự bảo tồn cùng phục hồi thiên nhiên/môi trường, và cách quản lý cùng chi tiêu kinh phí.",ဧရိယာနှင့် သဘာဝ/ ပတ်ဝန်းကျင် ထိန်းသိမ်းရေးနှင့် မူလအခြေအနေပြန်လည်ရောက်ရှိစေရေး ဆောင်ရွက်ချက်များနှင့် ရန်ပုံငွေ စီမံ၊ သုံးစွဲပုံ,"ກິດຈະກຳໃນພື້ນທີ່ ແລະ ການປົກປັກຮັກສາ ແລະ ການຟື້ນຟູທຳມະຊາດ/ສິ່ງແວດລ້ອມ , ແລະ ວິທີການຄຸ້ມຄອງ ແລະ ໃຊ້ຈ່າຍ.",,
odm_agreement_environmental_funds,label,Total amount of environmental funds,odm_agreement_environmental_funds.label,จำนวนเงินกองทุนสิ่งแวดล้อมทั้งหมด,,Tổng số tiền của quỹ môi trường,ပတ်ဝန်းကျင်ဆိုင်ရာရန်ပုံငွေ စုစုပေါင်းပမာဏ,ຈຳນວນກອງທຶນເພື່ອສິ່ງແວດລ້ອມລວມ,,
odm_agreement_environmental_funds,form_placeholder,in USD xxx,odm_agreement_environmental_funds.form_placeholder,เหรียญดอลลาร์สหรัฐ,,bằng đô la Mỹ xxx,အမေရိကန်ဒေါ်လာဖြင့် xxx,ເປັນໂດລາສະຫະລັດ xxx,,
odm_agreement_suspension_revocation_termination,label,Suspension and/or revocation or termination,odm_agreement_suspension_revocation_termination.label,การระงับ และ/หรือเพิกถอน หรือยกเลิก,Suspension and/or revocation or termination,Suspension and/or revocation or termination,ဆိုင်းငံ့ခြင်း နှင့်/ သို့မဟုတ် ပြန်လည်ရုပ်သိမ်းခြင်း သို့မဟုတ် ရပ်တန့်စေခြင်း,ການໂຈະ ແລະ/ຫຼື ການຖອນ ຫຼື ການສິ້ນສຸດ,,
odm_agreement_suspension_revocation_termination,form_placeholder,Suspension and/or revocation of the mining licenses when certain conditions are met. Termination of the contract (ELCs) may take place on a part of or the entire project upon the agreement of the party or the sole previledge of the state.,odm_agreement_suspension_revocation_termination.form_placeholder,การระงับและ/หรือเพิกถอนใบอนุญาตการขุด เมื่อเกิดเหตุการณ์ตามเงื่อนไข ,,"Đình chỉ và/hoặc thu hồi giấy phép khai thác mỏ khi đáp ứng một số điều kiện. Việc chấm dứt hợp đồng (ELCs) có thể diễn ra trên một phần hoặc toàn bộ dự án theo thỏa thuận của các bên hoặc sự chấp thuận duy nhất của nhà nước.
 
",အခြေအနေတချို့ကြောင့် သတ္တုတူးဖော်ရေးလုပ်ငန်းခွင့်ပြုမိန့်ကို ဆိုင်းငံ့ခြင်း နှင့်/ သို့မဟုတ် ပြန်လည်ရုပ်သိမ်းခြင်း။ စီမံကိန်းတစ်စိတ်တစ်ပိုင်း သို့မဟုတ် တစ်ခုလုံးအတွက် စာချုပ်ကို ရပ်တန့်စေခြင်း (ELCs) သည် စာချုပ်ဝင်၏သဘောတူညီမှု သို့မဟုတ် နိုင်ငံ၏ sole previledge ပေါ်တွင် မူတည်သည်။,ການໂຈະ ແລະ/ຫຼື ຍົກເລີກໃບອະນຸຍາດຂຸດຄົ້ນບໍ່ແຮ່ ເມື່ອຄົບຕາມເງື່ອນໄຂທີ່ກຳນົດໄວ້. ການສິ້ນສຸດສັນຍາ (ELCs) ອາດຈະເກີດຂຶ້ນໃນສ່ວນໜຶ່ງ ຫຼື ທັງໝົດຂອງໂຄງການ ຕາມຂໍ້ຕົກລົງຂອງຄູ່ສັນຍາ ຫຼື ສິດພິເສດຂອງລັດພຽງຝ່າຍດຽວ. ,,
odm_agreement_related_documents,label,Related documents,odm_agreement_related_documents.label,เอกสารที่เกี่ยวข้อง,,Các tài liệu liên quan,ဆက်စပ်သော စာရွက်စာတမ်းများ,ເອກະສານທີ່ກ່ຽວຂ້ອງ,,
odm_agreement_suspension_related_project,label,Related Project,odm_agreement_suspension_related_project.label,โครงการที่เกี่ยวข้อง,,Dự án liên quan,ဆက်စပ်သော စီမံကိန်း,ໂຄງການທີ່ກ່ຽວຂ້ອງ,,
odm_agreement_suspension_related_project,form_placeholder,Link to Profile map ID for map or concession coordinates. eg. https://opendevelopmentcambodia.net/profiles/economic-land-concessions/?feature_id=elc_gdc_10,odm_agreement_suspension_related_project.form_placeholder,เชื่อมโยงแผนที่ไปยังรหัสแผนที่โปรไฟล์ หรือพิกัดสัมปทาน เช่น https://opendevelopmentcambodia.net/profiles/economic-land-concessions/?feature_id=elc_gdc_10,,Liên kết với ID bản đồ hồ sơ cho tọa độ bản đồ hoặc nhượng quyền. Ví dụ: https://opendevelopmentcambodia.net/profiles/economic-land-concessions/?feature_id=elc_gdc_10,မြေပုံအတွက် Profile map ID သို့မဟုတ် လုပ်ပိုင်ခွင့်ရနေရာ၏ ကိုဩဒိနိတ်များနှင့် ချိတ်ဆက်ခြင်း။ ဥပမာ  https://opendevelopmentcambodia.net/profiles/economic-land-concessions/?feature_id=elc_gdc_10,ລິ້ງເພື່ອໄປຫາເລກ ID ຂອງແຜນທີ່ Profile ສຳລັບແຜນທີ່ ຫຼື ຈຸດພິກັດຂອງພື້ນທີ່ສຳປະທານ. ເຊັ່ນ: https://opendevelopmentcambodia.net/profiles/economic-land-concessions/?feature_id=elc_gdc_10,,
odm_reference_document,label,Legacy reference document,odm_reference_document.label,เอกสารอ้างอิงเดิม,,Tài liệu tham khảo kế thừa,ဆက်ခံရရှိကြောင်းညွှန်းဆိုသည့်စာတမ်း,ເອກະສານອ້າງອີງສະເພາະ,,
odm_reference_document,form_placeholder,e.g Tong_Min_Group_Engineering__21.06.2011.pdf,odm_reference_document.form_placeholder,เช่น Tong_Min_Group_Engineering__21.06.2011.pdf,,ví dụ: Tong_Min_Group_Engineering__21.06.2011.pdf,ဥပမာ Tong_Min_Group_Engineering__21.06.2011.pdf,ຕົວຢ່າງ: Tong_Min_Group_Engineering__21.06.2011.pdf,,
maintainer,label,Maintainer,maintainer.label,ผู้ดูแล,,Người cập nhật dữ liệu,ထိန်းသိမ်းစောင့်ရှောက်သူ,ຜູ້ຄຸ້ມຄອງ,,
maintainer_email,label,Maintainer email,maintainer_email.label,อีเมล์ผู้ดูแล,,Email người cập nhật dữ liệu,ထိန်းသိမ်းစောင့်ရှောက်သူ၏ အီးမေးလ်,ອີເມວຜູ້ຄຸ້ມຄອງ,,
author,label,Author,author.label,ผู้เขียน,,Tác giả,ရေးသားသူ,ຜູ້ອັບໂຫຼດ,,
author_email,label,Author email,author_email.label,อีเมล์ผู้เขียน,,Email của tác giả,ရေးသားသူ၏ အီးမေးလ်,ອີເມວຜູ້ອັບໂຫຼດ,,
odm_keywords,label,Keywords,odm_keywords.label,คำสำคัญ,,Các từ khóa,အဓိကစကားလုံးများ,ຄຳສັບຫຼັກ,,
odm_keywords,help_text,INTERNAL USE ONLY: Enter keywords for improving the discoverability of this record via search,odm_keywords.help_text,สำหรับใช้ภายในเท่านั้น: กรอกคำสำคัญเพื่อปรับปรุงการค้นหานี้,,CHỈ SỬ DỤNG NỘI BỘ: Nhập các từ khóa để cải thiện khả năng khám phá của bộ dữ liệu này thông qua tìm kiếm,အဖွဲ့အတွင်း အသုံးပြုသူများသာ - ရှာဖွေရန် မှတဆင့် ဤမှတ်တမ်းကို ရှာဖွေတွေ့မြင်နိုင်ရန် အဓိကစကားလုံးကို ရိုက်ထည့်ပါ။,ນຳໃຊ້ສະເພາະພາຍໃນເທົ່ານັ້ນ: ກະລຸນາປ້ອນຄຳສັບຫຼັກ ເພື່ອປັບປຸງການຄົ້ນຫາລາຍການນີ້ຜ່ານ 'ປຸ່ມຄົ້ນຫາ',,
open_contracting_id,label,Open Contracting Identifier,open_contracting_id.label,ตัวบ่งชี้การทำสัญญาเปิด,,Định danh hợp đồng mở,Open Contracting Identifier,ເລກທີສັນຍາແບບເປີດ,,
open_contracting_id,help_text,This field is autogenerated with the following schema: ocds-miumsd-CKAN_UNIQUE_ID,open_contracting_id.help_text,ฟิลด์นี้สร้างขึ้นอัตโนมัติพร้อมกับ,,Trường này được tự động tạo theo lược đồ sau: ocds-miumsd-CKAN_UNIQUE_ID,ဤအကွက်သည် အောက်ပါအစီအစဉ်အတိုင်း အလိုအလျောက် ဖြစ်ပေါ်ပါမည် - cds-miumsd-CKAN_UNIQUE_ID,ຫ້ອງນີ້ແມ່ນສ້າງຂຶ້ນໂດຍອັດຕະໂນມັດຕາມຮູບແບບຕໍ່ໄປນີ້: ocds-miumsd-CKAN_UNIQUE_ID,,
